iso,country,subject_descriptor,units,scale,2015,2016,2017,2018,2019,2020,2021,2022,2023,estimates_after
SDN,Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,64.536,64.883,47.837,33.432,33.564,34.396,35.919,37.769,40.285,2019
SDN,Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,679.07","1,638.51","1,172.97",796.298,776.549,775.635,789.448,809.088,841.11,2011
SDN,Sudan,"Inflation, average consumer prices",Percent change,,16.91,17.75,32.352,63.293,50.994,163.258,194.603,41.809,17.562,2019
SDN,Sudan,Unemployment rate,Percent of total labor force,,21.6,20.6,19.6,19.5,22.1,26.83,28.042,27.674,25.982,2011
SDN,Sudan,Population,Persons,Millions,38.435,39.599,40.783,41.985,43.222,44.345,45.498,46.681,47.895,2011
SUR,Suriname,"Gross domestic product, constant prices",Percent change,,-3.414,-4.912,1.566,4.948,1.098,-15.906,0.684,1.528,2.048,2020
SUR,Suriname,"Gross domestic product, current prices",U.S. dollars,Billions,5.126,3.317,3.592,3.996,3.984,2.884,2.817,2.937,3.114,2020
SUR,Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,036.35","5,761.78","6,156.46","6,772.07","6,662.87","4,786.83","4,620.40","4,759.46","4,986.29",2020
SUR,Suriname,"Inflation, average consumer prices",Percent change,,6.896,55.501,22.024,6.939,4.392,34.89,54.388,31.68,21.337,2020
SUR,Suriname,Unemployment rate,Percent of total labor force,,7,10,7,9,8.809,11.147,11.2,10.9,10.6,2018
SUR,Suriname,Population,Persons,Millions,0.567,0.576,0.583,0.59,0.598,0.603,0.61,0.617,0.624,2020
SWE,Sweden,"Gross domestic product, constant prices",Percent change,,4.489,2.071,2.568,1.95,1.986,-2.795,4.036,3.378,2.807,2020
SWE,Sweden,"Gross domestic product, current prices",U.S. dollars,Billions,505.104,515.655,541.019,555.455,533.88,541.064,622.365,660.918,711.241,2020
SWE,Sweden,"Gross domestic product per capita, current prices",U.S. dollars,Units,"51,274.28","51,590.47","53,459.07","54,295.73","51,694.50","52,129.13","58,639.19","61,680.60","65,769.75",2020
SWE,Sweden,"Inflation, average consumer prices",Percent change,,0.704,1.137,1.867,2.035,1.722,0.657,2.036,1.6,1.7,2020
SWE,Sweden,Unemployment rate,Percent of total labor force,,7.4,6.95,6.683,6.325,6.767,8.292,8.857,7.949,7.7,2020
SWE,Sweden,Population,Persons,Millions,9.851,9.995,10.12,10.23,10.328,10.379,10.613,10.715,10.814,2020
CHE,Switzerland,"Gross domestic product, constant prices",Percent change,,1.632,1.988,1.657,2.941,1.245,-2.506,3.705,2.992,1.421,2020
CHE,Switzerland,"Gross domestic product, current prices",U.S. dollars,Billions,702.195,695.434,704.758,736.089,732.492,751.877,810.83,862.819,897.979,2020
CHE,Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"85,238.52","83,515.54","83,700.47","86,762.02","85,721.73","87,366.60","93,515.48","98,770.71","102,030.38",2020
CHE,Switzerland,"Inflation, average consumer prices",Percent change,,-1.142,-0.434,0.534,0.935,0.361,-0.726,0.441,0.595,0.81,2020
CHE,Switzerland,Unemployment rate,Percent of total labor force,,3.178,3.323,3.088,2.547,2.306,3.143,3.131,3,3,2020
CHE,Switzerland,Population,Persons,Millions,8.238,8.327,8.42,8.484,8.545,8.606,8.671,8.736,8.801,2020
SYR,Syria,"Gross domestic product, constant prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,"Gross domestic product, current prices",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,"Gross domestic product per capita, current prices",U.S. dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,"Inflation, average consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
SYR,Syria,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
TWN,Taiwan Province of China,"Gross domestic product, constant prices",Percent change,,1.466,2.165,3.311,2.787,2.964,3.123,5.864,3.343,2.615,2020
TWN,Taiwan Province of China,"Gross domestic product, current prices",U.S. dollars,Billions,534.515,543.081,590.733,609.198,612.168,668.156,785.589,850.528,899.873,2020
TWN,Taiwan Province of China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"22,752.99","23,070.73","25,061.62","25,825.57","25,935.90","28,358.30","33,401.71","36,227.09","38,396.98",2020
TWN,Taiwan Province of China,"Inflation, average consumer prices",Percent change,,-0.608,1.027,1.087,1.504,0.546,-0.181,1.6,1.5,1.403,2020
TWN,Taiwan Province of China,Unemployment rate,Percent of total labor force,,3.78,3.92,3.76,3.71,3.73,3.85,3.8,3.6,3.6,2020
TWN,Taiwan Province of China,Population,Persons,Millions,23.492,23.54,23.571,23.589,23.603,23.561,23.519,23.478,23.436,2020
TJK,Tajikistan,"Gross domestic product, constant prices",Percent change,,6,6.9,7.1,7.3,7.5,4.5,5,4.5,4,2019
TJK,Tajikistan,"Gross domestic product, current prices",U.S. dollars,Billions,7.857,6.953,7.144,7.52,8.117,7.997,8.104,8.756,9.304,2019
TJK,Tajikistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,919.073,795.981,800.802,825.77,873.499,843.974,839.18,890.169,929.2,2014
TJK,Tajikistan,"Inflation, average consumer prices",Percent change,,5.781,5.914,7.31,3.843,7.793,8.589,7.95,6.5,6.5,2019
TJK,Tajikistan,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
TJK,Tajikistan,Population,Persons,Millions,8.549,8.735,8.921,9.107,9.292,9.475,9.657,9.836,10.013,2014
TZA,Tanzania,"Gross domestic product, constant prices",Percent change,,6.161,6.867,6.773,6.959,6.971,4.806,4.023,5.11,5.501,2020
TZA,Tanzania,"Gross domestic product, current prices",U.S. dollars,Billions,47.384,49.774,53.227,56.699,60.81,64.403,69.238,74.536,80.081,2020
TZA,Tanzania,"Gross domestic product per capita, current prices",U.S. dollars,Units,947.897,966.29,"1,002.87","1,036.93","1,079.68","1,110.37","1,159.19","1,211.77","1,264.24",2012
TZA,Tanzania,"Inflation, average consumer prices",Percent change,,5.588,5.17,5.319,3.509,3.448,3.289,3.235,3.396,3.486,2020
TZA,Tanzania,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TZA,Tanzania,Population,Persons,Millions,49.989,51.51,53.074,54.68,56.322,58.001,59.73,61.51,63.343,2012
THA,Thailand,"Gross domestic product, constant prices",Percent change,,3.134,3.435,4.178,4.19,2.266,-6.099,0.96,4.463,4.036,2020
THA,Thailand,"Gross domestic product, current prices",U.S. dollars,Billions,401.142,413.497,456.523,506.403,544.21,501.712,546.223,585.586,617.041,2020
THA,Thailand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,837.81","5,995.21","6,596.22","7,293.89","7,816.23","7,187.86","7,808.66","8,356.18","8,791.91",2019
THA,Thailand,"Inflation, average consumer prices",Percent change,,-0.899,0.188,0.665,1.065,0.706,-0.847,0.859,1.331,1.08,2020
THA,Thailand,Unemployment rate,Percent of total labor force,,0.9,1,1.2,1.1,1,2,1.5,1,1,2019
THA,Thailand,Population,Persons,Millions,68.715,68.971,69.21,69.428,69.626,69.8,69.951,70.078,70.183,2019
TLS,Timor-Leste,"Gross domestic product, constant prices",Percent change,,2.91,3.365,-4.104,-1.054,1.801,-7.6,1.8,3.8,2.6,2019
TLS,Timor-Leste,"Gross domestic product, current prices",U.S. dollars,Billions,1.594,1.651,1.599,1.56,2.018,1.777,1.697,1.782,1.875,2019
TLS,Timor-Leste,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,332.79","1,353.75","1,286.41","1,230.23","1,560.51","1,347.86","1,262.72","1,301.32","1,344.33",2019
TLS,Timor-Leste,"Inflation, average consumer prices",Percent change,,0.646,-1.47,0.523,2.294,0.892,0.488,1.596,2.5,2.75,2020
TLS,Timor-Leste,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TLS,Timor-Leste,Population,Persons,Millions,1.196,1.219,1.243,1.268,1.293,1.318,1.344,1.369,1.395,2019
TGO,Togo,"Gross domestic product, constant prices",Percent change,,5.74,5.6,4.348,4.967,5.464,1.758,4.776,5.911,6.1,2016
TGO,Togo,"Gross domestic product, current prices",U.S. dollars,Billions,5.641,6.03,6.393,7.115,7.221,7.586,8.493,9.357,10.267,2016
TGO,Togo,"Gross domestic product per capita, current prices",U.S. dollars,Units,770.358,802.935,830.452,901.932,893.161,915.625,"1,000.44","1,075.57","1,151.57",2016
TGO,Togo,"Inflation, average consumer prices",Percent change,,1.79,0.857,-0.215,0.928,0.687,1.831,2.747,2.525,2.232,2019
TGO,Togo,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TGO,Togo,Population,Persons,Millions,7.323,7.51,7.698,7.889,8.084,8.285,8.49,8.7,8.915,2020
TON,Tonga,"Gross domestic product, constant prices",Percent change,,1.172,6.571,3.322,0.302,0.732,0.655,-2.023,2.894,3.692,2020
TON,Tonga,"Gross domestic product, current prices",U.S. dollars,Billions,0.437,0.421,0.46,0.486,0.517,0.499,0.501,0.54,0.569,2020
TON,Tonga,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,298.22","4,178.29","4,577.00","4,836.44","5,150.55","4,978.80","5,009.78","5,398.00","5,700.37",2020
TON,Tonga,"Inflation, average consumer prices",Percent change,,0.054,-0.621,7.201,6.782,3.286,0.423,1.414,4.688,1.825,2020
TON,Tonga,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TON,Tonga,Population,Persons,Millions,0.102,0.101,0.101,0.1,0.1,0.1,0.1,0.1,0.1,2020
TTO,Trinidad and Tobago,"Gross domestic product, constant prices",Percent change,,1.484,-5.602,-2.987,0.066,-1.246,-7.854,-1.015,5.419,2.07,2019
TTO,Trinidad and Tobago,"Gross domestic product, current prices",U.S. dollars,Billions,24.96,22.394,22.385,23.68,23.208,21.587,21.599,23.082,23.885,2019
TTO,Trinidad and Tobago,"Gross domestic product per capita, current prices",U.S. dollars,Units,"18,214.37","16,256.46","16,173.66","17,037.95","16,637.11","15,424.82","15,352.72","16,323.03","16,805.62",2019
TTO,Trinidad and Tobago,"Inflation, average consumer prices",Percent change,,4.659,3.069,1.884,1.019,1.001,0.599,1.04,-0.037,1.376,2020
TTO,Trinidad and Tobago,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TTO,Trinidad and Tobago,Population,Persons,Millions,1.37,1.378,1.384,1.39,1.395,1.399,1.407,1.414,1.421,2019
TUN,Tunisia,"Gross domestic product, constant prices",Percent change,,1.184,1.229,1.919,2.715,0.981,-8.588,3.016,3.344,2.508,2020
TUN,Tunisia,"Gross domestic product, current prices",U.S. dollars,Billions,43.172,41.801,39.627,40.139,39.169,39.219,42.733,45.454,47.915,2020
TUN,Tunisia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,829.50","3,665.68","3,436.20","3,442.70","3,324.13","3,294.88","3,555.59","3,747.54","3,916.28",2019
TUN,Tunisia,"Inflation, average consumer prices",Percent change,,4.437,3.629,5.309,7.308,6.722,5.635,5.73,6.534,5.465,2020
TUN,Tunisia,Unemployment rate,Percent of total labor force,,15.39,15.544,15.513,15.53,14.889,17.4,n/a,n/a,n/a,2020
TUN,Tunisia,Population,Persons,Millions,11.274,11.403,11.532,11.659,11.783,11.903,12.019,12.129,12.235,2019
TUR,Turkey,"Gross domestic product, constant prices",Percent change,,6.084,3.323,7.502,2.98,0.89,1.794,8.953,3.288,3.339,2020
TUR,Turkey,"Gross domestic product, current prices",U.S. dollars,Billions,864.071,869.28,858.932,779.694,760.516,719.919,795.952,844.534,946.01,2020
TUR,Turkey,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,973.59","10,891.19","10,628.90","9,508.00","9,145.77","8,610.03","9,406.58","9,863.96","10,922.67",2020
TUR,Turkey,"Inflation, average consumer prices",Percent change,,7.671,7.775,11.144,16.332,15.177,12.279,16.984,15.374,12.789,2020
TUR,Turkey,Unemployment rate,Percent of total labor force,,10.316,10.915,10.918,10.907,13.731,13.147,12.152,10.987,10.46,2020
TUR,Turkey,Population,Persons,Millions,78.741,79.815,80.811,82.004,83.155,83.614,84.617,85.618,86.61,2020
TKM,Turkmenistan,"Gross domestic product, constant prices",Percent change,,1.55,-4.678,0.478,1.326,-7.721,-3.355,4.532,1.673,1.732,2020
TKM,Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,42.162,38.502,41.385,40.762,46.264,45.609,53.087,60.263,66.63,2020
TKM,Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,575.88","6,823.71","7,248.37","7,064.88","7,899.96","7,673.60","8,843.87","9,939.11","10,880.20",2004
TKM,Turkmenistan,"Inflation, average consumer prices",Percent change,,7.405,3.646,8.041,13.3,5.092,7.583,12.45,13,10,2020
TKM,Turkmenistan,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TKM,Turkmenistan,Population,Persons,Millions,5.565,5.642,5.71,5.77,5.856,5.944,6.003,6.063,6.124,2004
TUV,Tuvalu,"Gross domestic product, constant prices",Percent change,,9.379,4.746,3.373,1.581,13.874,1.006,2.532,3.513,3.846,2019
TUV,Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,0.037,0.041,0.045,0.048,0.054,0.055,0.065,0.07,0.076,2019
TUV,Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,396.69","3,798.27","4,255.25","4,507.67","5,052.11","5,105.93","6,004.10","6,455.94","6,965.41",2017
TUV,Tuvalu,"Inflation, average consumer prices",Percent change,,3.14,3.492,4.087,2.16,3.492,1.57,2.456,2.651,3.145,2020
TUV,Tuvalu,Unemployment rate,Percent of total labor force,,,,,,,,,,,
TUV,Tuvalu,Population,Persons,Millions,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,2017
UGA,Uganda,"Gross domestic product, constant prices",Percent change,,7.999,0.174,6.798,5.612,7.714,-0.841,4.707,5.145,6.632,2020
UGA,Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,27.445,29.598,31.398,34.223,38.001,38.141,43.243,47,49.439,2020
UGA,Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,773.276,809.568,833.42,881.5,954.253,925.264,"1,018.44","1,074.68","1,097.51",2016
UGA,Uganda,"Inflation, average consumer prices",Percent change,,3.691,5.171,5.641,2.623,2.344,2.758,2.161,5.014,6.191,2020
UGA,Uganda,Unemployment rate,Percent of total labor force,,,,,,,,,,,
UGA,Uganda,Population,Persons,Millions,35.492,36.561,37.674,38.823,39.823,41.222,42.46,43.734,45.046,2016
UKR,Ukraine,"Gross domestic product, constant prices",Percent change,,-9.788,2.417,2.36,3.488,3.199,-4.042,3.45,3.636,3.396,2020
UKR,Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,90.477,93.313,112.114,130.916,153.997,155.3,181.038,203.925,222.822,2020
UKR,Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,124.33","2,200.00","2,655.66","3,118.27","3,690.07","3,741.06","4,384.24","4,958.31","5,439.55",2020
UKR,Ukraine,"Inflation, average consumer prices",Percent change,,48.684,13.913,14.443,10.947,7.886,2.74,9.516,7.147,5.792,2020
UKR,Ukraine,Unemployment rate,Percent of total labor force,,9.143,9.45,9.65,9,8.5,9.15,9.745,8.731,8.157,2020
UKR,Ukraine,Population,Persons,Millions,42.591,42.415,42.217,41.984,41.733,41.512,41.293,41.128,40.963,2020
ARE,United Arab Emirates,"Gross domestic product, constant prices",Percent change,,5.106,3.061,2.374,1.19,3.412,-6.135,2.237,3.038,3.041,2020
ARE,United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,358.135,357.045,385.605,422.215,417.216,358.869,410.158,427.93,443.251,2020
ARE,United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"40,064.45","39,144.67","41,443.89","45,075.57","43,900.15","38,661.18","43,537.69","44,752.86","45,670.15",2020
ARE,United Arab Emirates,"Inflation, average consumer prices",Percent change,,4.07,1.617,1.967,3.069,-1.931,-2.074,2.023,2.181,2.091,2020
ARE,United Arab Emirates,Unemployment rate,Percent of total labor force,,,,,,,,,,,
ARE,United Arab Emirates,Population,Persons,Millions,8.939,9.121,9.304,9.367,9.504,9.282,9.421,9.562,9.705,2020
GBR,United Kingdom,"Gross domestic product, constant prices",Percent change,,2.363,1.722,1.74,1.253,1.434,-9.847,6.763,5.013,1.921,2020
GBR,United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"2,933.43","2,703.24","2,664.71","2,860.98","2,833.30","2,709.68","3,108.42","3,442.21","3,582.34",2020
GBR,United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"45,053.49","41,177.83","40,349.87","43,063.74","42,416.60","40,394.13","46,200.26","50,879.45","52,730.91",2019
GBR,United Kingdom,"Inflation, average consumer prices",Percent change,,0.04,0.66,2.683,2.478,1.791,0.851,2.191,2.62,2,2020
GBR,United Kingdom,Unemployment rate,Percent of total labor force,,5.375,4.875,4.425,4.075,3.825,4.525,4.975,5.005,4.73,2020
GBR,United Kingdom,Population,Persons,Millions,65.11,65.648,66.04,66.436,66.797,67.081,67.281,67.654,67.936,2019
USA,United States,"Gross domestic product, constant prices",Percent change,,2.707,1.668,2.255,2.919,2.289,-3.405,5.973,5.198,2.175,2020
USA,United States,"Gross domestic product, current prices",U.S. dollars,Billions,"18,206.03","18,695.10","19,479.63","20,527.15","21,372.60","20,893.75","22,939.58","24,796.08","25,938.16",2020
USA,United States,"Gross domestic product per capita, current prices",U.S. dollars,Units,"56,729.68","57,839.99","59,885.71","62,769.66","65,051.88","63,358.49","69,375.38","74,725.00","77,881.31",2020
USA,United States,"Inflation, average consumer prices",Percent change,,0.121,1.267,2.137,2.434,1.812,1.248,4.284,3.456,2.665,2020
USA,United States,Unemployment rate,Percent of total labor force,,5.275,4.875,4.35,3.892,3.683,8.108,5.431,3.525,2.995,2020
USA,United States,Population,Persons,Millions,320.926,323.221,325.28,327.023,328.547,329.77,330.659,331.831,333.047,2020
URY,Uruguay,"Gross domestic product, constant prices",Percent change,,0.371,1.69,1.628,0.478,0.35,-5.859,3.1,3.2,2.7,2020
URY,Uruguay,"Gross domestic product, current prices",U.S. dollars,Billions,57.874,57.237,64.234,64.766,61.931,56.577,60.108,63.741,65.862,2020
URY,Uruguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,692.65","16,446.23","18,388.31","18,472.86","17,601.27","16,023.35","16,965.08","17,930.51","18,466.47",2015
URY,Uruguay,"Inflation, average consumer prices",Percent change,,8.666,9.639,6.218,7.607,7.882,9.756,7.515,6.136,5.392,2020
URY,Uruguay,Unemployment rate,Percent of total labor force,,7.533,7.867,7.925,8.367,8.925,10.35,10.426,9.233,8.716,2020
URY,Uruguay,Population,Persons,Millions,3.467,3.48,3.493,3.506,3.519,3.531,3.543,3.555,3.567,2015
UZB,Uzbekistan,"Gross domestic product, constant prices",Percent change,,7.219,5.932,4.395,5.355,5.71,1.729,6.143,5.375,5.484,2020
UZB,Uzbekistan,"Gross domestic product, current prices",U.S. dollars,Billions,85.662,85.658,61.018,52.618,59.907,59.928,65.503,72.762,80.97,2020
UZB,Uzbekistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,761.29","2,712.81","1,899.66","1,611.23","1,801.43","1,767.49","1,901.49","2,078.94","2,277.04",2020
UZB,Uzbekistan,"Inflation, average consumer prices",Percent change,,8.464,8.824,13.876,17.524,14.526,12.855,10.967,10.882,8.058,2020
UZB,Uzbekistan,Unemployment rate,Percent of total labor force,,,,,,,,,,,
UZB,Uzbekistan,Population,Persons,Millions,31.023,31.575,32.121,32.657,33.256,33.906,34.448,34.999,35.559,2020
VUT,Vanuatu,"Gross domestic product, constant prices",Percent change,,0.372,4.689,6.316,2.9,3.913,-6.813,1.219,2.953,4.074,2018
VUT,Vanuatu,"Gross domestic product, current prices",U.S. dollars,Billions,0.744,0.775,0.88,0.928,0.928,0.932,0.999,1.06,1.127,2018
VUT,Vanuatu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,771.66","2,844.13","3,158.84","3,256.32","3,147.05","3,090.47","3,235.21","3,355.57","3,486.33",2018
VUT,Vanuatu,"Inflation, average consumer prices",Percent change,,2.483,0.842,3.067,2.381,2.713,5.678,5.413,2.61,2.319,2019
VUT,Vanuatu,Unemployment rate,Percent of total labor force,,,,,,,,,,,
VUT,Vanuatu,Population,Persons,Millions,0.269,0.272,0.279,0.285,0.295,0.302,0.309,0.316,0.323,2020
VEN,Venezuela,"Gross domestic product, constant prices",Percent change,,-6.221,-17.04,-15.671,-19.621,-35,-30,-5,-3,n/a,2018
VEN,Venezuela,"Gross domestic product, current prices",U.S. dollars,Billions,323.595,279.249,143.841,98.4,63.96,47.255,44.893,43.546,n/a,2018
VEN,Venezuela,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,568.10","9,092.02","4,725.05","3,404.43","2,299.31","1,690.66","1,627.35","1,617.76",n/a,2010
VEN,Venezuela,"Inflation, average consumer prices",Percent change,,121.738,254.949,438.117,"65,374.08","19,906.02","2,355.15","2,700.00","2,000.00",n/a,2020
VEN,Venezuela,Unemployment rate,Percent of total labor force,,7.4,20.863,27.886,35.543,n/a,n/a,n/a,n/a,n/a,2011
VEN,Venezuela,Population,Persons,Millions,30.62,30.714,30.442,28.903,27.817,27.951,27.586,26.917,n/a,2010
VNM,Vietnam,"Gross domestic product, constant prices",Percent change,,6.987,6.69,6.94,7.197,7.15,2.948,3.78,6.628,6.8,2020
VNM,Vietnam,"Gross domestic product, current prices",U.S. dollars,Billions,236.795,252.146,277.071,303.091,327.873,343.114,368.002,415.493,461.023,2020
VNM,Vietnam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,581.91","2,720.17","2,957.90","3,201.69","3,398.21","3,522.51","3,742.86","4,187.47","4,605.45",2019
VNM,Vietnam,"Inflation, average consumer prices",Percent change,,0.631,2.668,3.521,3.54,2.797,3.222,2.034,2.317,3.158,2020
VNM,Vietnam,Unemployment rate,Percent of total labor force,,2.33,2.3,2.24,2.19,2.17,3.3,2.7,2.4,2.3,2020
VNM,Vietnam,Population,Persons,Millions,91.713,92.695,93.672,94.666,96.484,97.406,98.321,99.223,100.104,2019
WBG,West Bank and Gaza,"Gross domestic product, constant prices",Percent change,,3.721,8.865,1.419,1.227,1.363,-11.457,4.44,6,4.1,2020
WBG,West Bank and Gaza,"Gross domestic product, current prices",U.S. dollars,Billions,13.972,15.405,16.128,16.277,17.134,15.561,17.343,18.784,19.952,2020
WBG,West Bank and Gaza,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,084.13","3,325.85","3,407.31","3,353.23","3,442.75","3,050.55","3,320.85","3,514.22","3,648.08",2020
WBG,West Bank and Gaza,"Inflation, average consumer prices",Percent change,,1.431,-0.22,0.213,-0.195,1.557,-0.711,1.304,1.656,1.59,2020
WBG,West Bank and Gaza,Unemployment rate,Percent of total labor force,,25.9,26.9,25.45,26.25,25.35,25.925,25.624,25.324,25.224,2020
WBG,West Bank and Gaza,Population,Persons,Millions,4.53,4.632,4.733,4.854,4.977,5.101,5.222,5.345,5.469,2020
YEM,Yemen,"Gross domestic product, constant prices",Percent change,,-27.995,-9.375,-5.072,0.752,1.4,-8.5,-2,1,7,2020
YEM,Yemen,"Gross domestic product, current prices",U.S. dollars,Billions,42.444,31.318,26.842,21.606,21.888,18.841,19.471,20.02,21.371,2020
YEM,Yemen,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,500.67","1,075.03",895.427,701.126,691.587,580.221,585.003,587.408,612.947,2019
YEM,Yemen,"Inflation, average consumer prices",Percent change,,22,21.3,30.4,27.6,12.007,23.095,40.745,31.541,18.027,2020
YEM,Yemen,Unemployment rate,Percent of total labor force,,,,,,,,,,,
YEM,Yemen,Population,Persons,Millions,28.284,29.132,29.977,30.816,31.648,32.471,33.283,34.082,34.866,2019
ZMB,Zambia,"Gross domestic product, constant prices",Percent change,,2.92,3.777,3.504,4.035,1.441,-3.02,1.005,1.145,1.325,2020
ZMB,Zambia,"Gross domestic product, current prices",U.S. dollars,Billions,21.245,20.965,25.874,26.312,23.309,19.319,21.699,23.967,24.499,2020
ZMB,Zambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,310.46","1,254.12","1,500.96","1,480.42","1,272.24","1,023.16","1,115.27","1,195.78","1,186.79",2019
ZMB,Zambia,"Inflation, average consumer prices",Percent change,,10.107,17.869,6.577,6.993,9.151,15.733,22.8,19.2,12.95,2020
ZMB,Zambia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
ZMB,Zambia,Population,Persons,Millions,16.212,16.717,17.238,17.773,18.321,18.882,19.456,20.043,20.643,2019
ZWE,Zimbabwe,"Gross domestic product, constant prices",Percent change,,1.791,0.489,4.967,4.835,-6.144,-4.069,5.133,3.081,2.997,2019
ZWE,Zimbabwe,"Gross domestic product, current prices",U.S. dollars,Billions,19.963,20.549,22.041,23.516,19.587,21.924,25.791,27.806,27.995,2019
ZWE,Zimbabwe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,425.01","1,444.26","1,526.71","1,606.11","1,314.09","1,443.42","1,664.76","1,757.99","1,731.92",2017
ZWE,Zimbabwe,"Inflation, average consumer prices",Percent change,,-2.41,-1.558,0.907,10.607,255.292,557.21,92.54,30.659,20.221,2019
ZWE,Zimbabwe,Unemployment rate,Percent of total labor force,,,,,,,,,,,
ZWE,Zimbabwe,Population,Persons,Millions,14.009,14.228,14.437,14.642,14.905,15.189,15.492,15.817,16.164,2017
,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2021",,,,,,,,,,,,,,
